NATIONAL_FLIGHT_ID,FLIGHT_EVENT_DATE,FLIGHT_FIX_LATITUDE_DEG,FLIGHT_FIX_LONGITUDE_DEG,FLIGHT_FIX_ALTITUDE_ESTAB_FT
127022860,18-01-26 00:02:49,45.31391938,-75.66103606,306
127022860,18-01-26 00:03:08,45.31681501,-75.66658049,671
127022860,18-01-26 00:03:04,45.31576262,-75.66473283,580
127022860,18-01-26 00:03:23,45.3206237,-75.67131333,853
127022860,18-01-26 00:03:18,45.3195325,-75.66991171,853
127022860,18-01-26 00:03:13,45.31870128,-75.66849199,762
127022860,18-01-26 00:03:28,45.3217149,-75.67271502,944
127022860,18-01-26 00:02:54,45.3150906,-75.66209467,397
127022860,18-01-26 00:02:49,45.31398645,-75.66032486,306
127022860,18-01-26 00:03:08,45.31787005,-75.66707231,671
127022860,18-01-26 00:03:04,45.31677879,-75.66567083,580
127022860,18-01-26 00:02:59,45.31594752,-75.66425124,488
127024521,18-01-26 00:04:26,45.31186539,-75.6736571,942
127024521,18-01-26 00:04:20,45.31342505,-75.67031004,761
127024683,18-01-26 00:08:42,45.31914176,-75.65766496,397
127024683,18-01-26 00:08:47,45.31914176,-75.65766496,488
127024683,18-01-26 00:08:42,45.32070093,-75.65431697,397
127023406,18-01-26 00:08:26,45.52287808,-75.55508376,397
127023406,18-01-26 00:08:32,45.52287808,-75.55508376,397
127023406,18-01-26 00:08:38,45.52287808,-75.55508376,397
127023406,18-01-26 00:08:44,45.52287808,-75.55508376,397
127023406,18-01-26 00:08:09,45.52313514,-75.5539647,397
127023406,18-01-26 00:08:04,45.52339219,-75.55284562,397
127023406,18-01-26 00:08:14,45.52287808,-75.55508376,397
127023406,18-01-26 00:08:20,45.52287808,-75.55508376,397
127023406,18-01-26 00:07:45,45.524157,-75.54799914,397
127023406,18-01-26 00:07:40,45.52441556,-75.54725231,397
127023406,18-01-26 00:07:51,45.524157,-75.54799914,397
127023406,18-01-26 00:07:54,45.52390469,-75.55023514,397
127023406,18-01-26 00:07:59,45.52364923,-75.55172654,397
127023406,18-01-26 00:07:21,45.52492,-75.54278022,488
127023406,18-01-26 00:07:16,45.52517694,-75.54166106,488
127023406,18-01-26 00:07:30,45.52492951,-75.54501403,488
127023406,18-01-26 00:07:25,45.52518646,-75.54389487,488
127023406,18-01-26 00:07:35,45.52467254,-75.54613318,488
127023406,18-01-26 00:06:56,45.52594446,-75.53755887,670
127023406,18-01-26 00:06:51,45.52567632,-75.53607193,670
127023406,18-01-26 00:07:06,45.52569077,-75.53942269,579
127023406,18-01-26 00:07:01,45.52568757,-75.53867807,579
127023406,18-01-26 00:07:11,45.52543545,-75.54091418,579
127023406,18-01-26 00:06:32,45.52801384,-75.53195575,851
127023406,18-01-26 00:06:27,45.52958243,-75.53156954,942
127023406,18-01-26 00:06:42,45.52645174,-75.53383118,761
127023406,18-01-26 00:06:47,45.52619489,-75.53495041,670
127023406,18-01-26 00:06:37,45.52696866,-75.53233731,761
127023406,18-01-26 00:06:23,45.5308942,-75.53230265,942
127023406,18-01-26 00:08:31,45.52293337,-75.55444168,397
127023406,18-01-26 00:08:26,45.52293337,-75.55444168,397
127023406,18-01-26 00:08:42,45.52293337,-75.55444168,397
127023406,18-01-26 00:08:37,45.52293337,-75.55444168,397
127023406,18-01-26 00:08:09,45.52316695,-75.55368329,397
127023406,18-01-26 00:08:04,45.52338733,-75.55255508,397
127023406,18-01-26 00:08:14,45.52293337,-75.55444168,397
127023406,18-01-26 00:08:20,45.52293337,-75.55444168,397
127023406,18-01-26 00:07:45,45.52425554,-75.54767234,397
127023406,18-01-26 00:07:40,45.52450229,-75.54728373,397
127023406,18-01-26 00:07:52,45.52425554,-75.54767234,397
127023406,18-01-26 00:07:54,45.52381486,-75.54992882,397
127023406,18-01-26 00:07:59,45.5236077,-75.55142686,397
127023406,18-01-26 00:07:21,45.52485035,-75.54243846,488
127023406,18-01-26 00:07:16,45.52533058,-75.54129135,488
127023406,18-01-26 00:07:30,45.52466974,-75.54467619,488
127023406,18-01-26 00:07:25,45.52514999,-75.5435291,488
127023406,18-01-26 00:07:35,45.52472261,-75.54615547,488
127023406,18-01-26 00:06:56,45.52570488,-75.53718563,670
127023406,18-01-26 00:06:51,45.5256519,-75.53570633,670
127023406,18-01-26 00:07:06,45.52551113,-75.53905358,579
127023406,18-01-26 00:07:01,45.52574461,-75.5382951,579
127023406,18-01-26 00:07:11,45.52530412,-75.5405517,579
127023406,18-01-26 00:06:32,45.52784569,-75.53146848,851
127023406,18-01-26 00:06:27,45.52966537,-75.5313364,942
127023406,18-01-26 00:06:42,45.52636551,-75.53380065,761
127023406,18-01-26 00:06:47,45.52613206,-75.53455916,670
127023406,18-01-26 00:06:37,45.52683239,-75.53228361,761
127023406,18-01-26 00:06:23,45.53073172,-75.53200062,942
127022860,18-01-26 00:08:34,45.31873968,-75.66959759,397
127022860,18-01-26 00:08:29,45.31873968,-75.66959759,397
127022860,18-01-26 00:08:03,45.31789565,-75.66780936,397
127022860,18-01-26 00:08:08,45.31873968,-75.66959759,397
127022860,18-01-26 00:08:12,45.31873968,-75.66959759,397
127022860,18-01-26 00:08:18,45.31873968,-75.66959759,397
127022860,18-01-26 00:08:24,45.31873968,-75.66959759,397
127022860,18-01-26 00:07:39,45.31425929,-75.66067518,488
127022860,18-01-26 00:07:44,45.31510342,-75.66246318,488
127022860,18-01-26 00:07:49,45.31593471,-75.66388272,488
127022860,18-01-26 00:07:58,45.31732442,-75.66637156,488
127022860,18-01-26 00:07:53,45.31650597,-75.66532047,488
127022860,18-01-26 00:07:15,45.31062249,-75.65354191,670
127022860,18-01-26 00:07:19,45.31146673,-75.65532969,670
127022860,18-01-26 00:07:24,45.3120381,-75.65676723,579
127022860,18-01-26 00:07:34,45.31344079,-75.65962422,488
127022860,18-01-26 00:07:29,45.31286945,-75.65818662,579
127022860,18-01-26 00:06:50,45.30725813,-75.64675977,942
127022860,18-01-26 00:06:55,45.30808961,-75.64817888,851
127022860,18-01-26 00:07:00,45.30866106,-75.64961627,851
127022860,18-01-26 00:07:10,45.31006393,-75.65247291,761
127022860,18-01-26 00:07:05,45.3092325,-75.65105368,761
127022860,18-01-26 00:06:46,45.30694664,-75.6453042,942
127022860,18-01-26 00:08:30,45.31865807,-75.67027764,397
127022860,18-01-26 00:08:24,45.31865807,-75.67027764,397
127022860,18-01-26 00:08:36,45.31865807,-75.67027764,397
127022860,18-01-26 00:08:03,45.31707782,-75.6669497,397
127022860,18-01-26 00:08:08,45.31786738,-75.66842822,397
127022860,18-01-26 00:08:12,45.31865807,-75.67027764,397
127022860,18-01-26 00:08:18,45.31865807,-75.67027764,397
127022860,18-01-26 00:07:39,45.31339373,-75.66029774,488
127022860,18-01-26 00:07:44,45.3141822,-75.66140523,488
127022860,18-01-26 00:07:49,45.31497301,-75.66325442,488
127022860,18-01-26 00:07:58,45.3162894,-75.66584207,488
127022860,18-01-26 00:07:53,45.31576262,-75.66473283,488
127022860,18-01-26 00:07:15,45.30996848,-75.6529034,670
127022860,18-01-26 00:07:19,45.31049658,-75.65438321,670
127022860,18-01-26 00:07:24,45.31207602,-75.65733955,579
127022860,18-01-26 00:07:34,45.31286689,-75.65918861,488
127022860,18-01-26 00:07:29,45.31286689,-75.65918861,579
127022860,18-01-26 00:06:50,45.30680561,-75.64587905,942
127022860,18-01-26 00:06:55,45.30707216,-75.64736043,851
127022860,18-01-26 00:07:00,45.3078632,-75.64920917,851
127022860,18-01-26 00:07:10,45.30917992,-75.65179613,761
127022860,18-01-26 00:07:05,45.30839135,-75.65068889,761
127022860,18-01-26 00:06:45,45.30627616,-75.64402865,942
127023406,18-01-26 00:14:30,45.52492476,-75.54389713,761
127023406,18-01-26 00:14:26,45.52518012,-75.54240566,761
127023406,18-01-26 00:14:35,45.52466938,-75.54538858,761
127023406,18-01-26 00:14:40,45.52441241,-75.54650772,761
127023406,18-01-26 00:14:45,45.5238953,-75.54800138,761
127023406,18-01-26 00:14:06,45.52593963,-75.53644194,761
127023406,18-01-26 00:14:01,45.52619489,-75.53495041,761
127023406,18-01-26 00:14:11,45.52594766,-75.53830349,761
127023406,18-01-26 00:14:16,45.52569237,-75.53979499,761
127023406,18-01-26 00:14:21,45.52543545,-75.54091418,761
127023406,18-01-26 00:13:42,45.52722059,-75.5301011,761
127023406,18-01-26 00:13:37,45.52773746,-75.52860718,851
127023406,18-01-26 00:13:47,45.52722385,-75.53084574,761
127023406,18-01-26 00:13:52,45.52696866,-75.53233731,761
127023406,18-01-26 00:13:57,45.52671182,-75.53345656,761
127023406,18-01-26 00:13:18,45.52850448,-75.5245046,942
127023406,18-01-26 00:13:13,45.52928628,-75.52375289,942
127023406,18-01-26 00:13:32,45.52799588,-75.5278602,851
127023406,18-01-26 00:13:28,45.52799096,-75.52674324,851
127023406,18-01-26 00:13:23,45.52851107,-75.52599391,942
127023406,18-01-26 00:10:00,45.51954862,-75.57298101,851
127023406,18-01-26 00:10:05,45.51955158,-75.57372554,942
127023406,18-01-26 00:09:36,45.52031584,-75.56850744,579
127023406,18-01-26 00:09:45,45.52032182,-75.56999652,670
127023406,18-01-26 00:09:41,45.52031584,-75.56850744,579
127023406,18-01-26 00:09:50,45.5198014,-75.57074531,761
127023406,18-01-26 00:09:55,45.51980587,-75.57186211,851
127024683,18-01-26 00:08:56,45.31576494,-75.66547451,851
127024683,18-01-26 00:08:51,45.31758483,-75.66175445,579
127024683,18-01-26 00:08:56,45.31428115,-75.66880041,851
127024683,18-01-26 00:08:51,45.31596033,-75.66461975,579
127024683,18-01-26 00:08:56,45.31428115,-75.66880041,851
127023406,18-01-26 00:16:31,45.52006161,-75.57037092,579
127023406,18-01-26 00:16:26,45.52006161,-75.57037092,579
127023406,18-01-26 00:16:46,45.51955454,-75.57447007,761
127023406,18-01-26 00:16:41,45.5195501,-75.57335328,670
127023406,18-01-26 00:16:36,45.52006757,-75.57185999,670
127023406,18-01-26 00:16:51,45.51903557,-75.57559106,761
127023406,18-01-26 00:16:26,45.52031734,-75.56887971,579
127024815,18-01-26 00:16:31,45.51989927,-75.57171482,579
127024815,18-01-26 00:16:46,45.51899067,-75.57548747,761
127024815,18-01-26 00:16:41,45.51947124,-75.57434075,670
127024815,18-01-26 00:16:36,45.5196787,-75.57284289,670
127024815,18-01-26 00:16:50,45.51930312,-75.57694799,761
127023788,18-01-26 00:16:45,45.4601797,-75.65969935,579
127023788,18-01-26 00:16:41,45.46008976,-75.65711326,488
127023788,18-01-26 00:16:36,45.45999976,-75.65452719,397
127023788,18-01-26 00:16:50,45.46052958,-75.66226721,579
127023788,18-01-26 00:16:41,45.46018407,-75.65749908,488
127023788,18-01-26 00:16:36,45.46017572,-75.65489613,397
127023788,18-01-26 00:16:45,45.46045405,-75.66010037,579
127023788,18-01-26 00:16:50,45.46045405,-75.66010037,579
127023788,18-01-26 00:16:45,45.46018407,-75.65749908,579
127023406,18-01-26 00:15:41,45.52263176,-75.55880882,397
127023406,18-01-26 00:15:47,45.52263176,-75.55880882,397
127023406,18-01-26 00:15:53,45.52263176,-75.55880882,397
127023406,18-01-26 00:15:58,45.52263176,-75.55880882,397
127023406,18-01-26 00:15:19,45.52262408,-75.55694739,488
127023406,18-01-26 00:15:14,45.52314132,-75.55545386,488
127023406,18-01-26 00:15:23,45.52262869,-75.55806425,397
127023406,18-01-26 00:15:28,45.52263176,-75.55880882,397
127023406,18-01-26 00:15:35,45.52263176,-75.55880882,397
127023406,18-01-26 00:14:55,45.52390469,-75.55023514,670
127023406,18-01-26 00:14:50,45.5239,-75.54911826,670
127023406,18-01-26 00:14:59,45.52365078,-75.55209883,579
127023406,18-01-26 00:15:09,45.52313669,-75.55433699,488
127023406,18-01-26 00:15:04,45.52313204,-75.55322012,579
127024815,18-01-26 00:13:23,45.52841319,-75.52549445,942
127024815,18-01-26 00:14:30,45.52489003,-75.54354792,761
127024815,18-01-26 00:14:26,45.52511031,-75.54241964,761
127024815,18-01-26 00:14:35,45.524423,-75.54506481,761
127024815,18-01-26 00:14:40,45.52420269,-75.54619307,761
127024815,18-01-26 00:14:45,45.52398237,-75.54732132,761
127024815,18-01-26 00:14:06,45.5259251,-75.53605731,761
127024815,18-01-26 00:14:01,45.52614531,-75.53492898,761
127024815,18-01-26 00:14:11,45.52599133,-75.53790644,761
127024815,18-01-26 00:14:21,45.52531735,-75.54092153,761
127024815,18-01-26 00:14:16,45.52578433,-75.53940458,761
127024815,18-01-26 00:13:42,45.52725945,-75.52965706,761
127024815,18-01-26 00:13:37,45.52747959,-75.52852868,851
127024815,18-01-26 00:13:47,45.52729925,-75.53076655,761
127024815,18-01-26 00:13:52,45.52707908,-75.53189492,761
127024815,18-01-26 00:13:57,45.52659895,-75.53304213,761
127024815,18-01-26 00:13:18,45.5286333,-75.52436603,942
127024815,18-01-26 00:13:13,45.52912663,-75.52358855,942
127024815,18-01-26 00:13:32,45.52795968,-75.52738141,851
127024815,18-01-26 00:13:28,45.52793313,-75.52664174,851
127023788,18-01-26 00:15:47,45.46225524,-75.62955459,306
127023788,18-01-26 00:15:38,45.46225524,-75.62955459,306
127023788,18-01-26 00:15:42,45.46225524,-75.62955459,306
127023788,18-01-26 00:15:52,45.46225524,-75.62955459,306
127023788,18-01-26 00:15:18,45.46281502,-75.6232188,397
127023788,18-01-26 00:15:14,45.46281502,-75.6232188,397
127023788,18-01-26 00:15:23,45.46239871,-75.62621118,306
127023788,18-01-26 00:15:28,45.46225524,-75.62955459,306
127023788,18-01-26 00:15:33,45.46225524,-75.62955459,306
127023788,18-01-26 00:14:54,45.46316639,-75.61837913,488
127023788,18-01-26 00:14:50,45.46362145,-75.616495,579
127023788,18-01-26 00:14:59,45.4629583,-75.61987535,488
127023788,18-01-26 00:15:09,45.46281502,-75.6232188,397
127023788,18-01-26 00:15:04,45.4627502,-75.62137157,397
127023788,18-01-26 00:15:47,45.46218607,-75.62996756,306
127023788,18-01-26 00:15:38,45.46218607,-75.62996756,306
127023788,18-01-26 00:15:42,45.46218607,-75.62996756,306
127023788,18-01-26 00:15:52,45.46218607,-75.62996756,306
127023788,18-01-26 00:15:18,45.46294912,-75.6236403,397
127023788,18-01-26 00:15:14,45.46294912,-75.6236403,397
127023788,18-01-26 00:15:23,45.46243615,-75.62661894,306
127023788,18-01-26 00:15:28,45.46243615,-75.62661894,306
127023788,18-01-26 00:15:33,45.46218607,-75.62996756,306
127023788,18-01-26 00:14:54,45.46344877,-75.61694287,488
127023788,18-01-26 00:14:50,45.46344344,-75.61545538,579
127023788,18-01-26 00:14:59,45.4634554,-75.61880224,488
127023788,18-01-26 00:15:09,45.46294257,-75.62178095,397
127023788,18-01-26 00:15:04,45.463199,-75.6202916,397
127024815,18-01-26 00:15:40,45.52255845,-75.55854711,397
127024815,18-01-26 00:15:46,45.52255845,-75.55854711,397
127024815,18-01-26 00:15:52,45.52255845,-75.55854711,397
127024815,18-01-26 00:15:57,45.52255845,-75.55854711,397
127024815,18-01-26 00:15:19,45.52275252,-75.5566793,488
127024815,18-01-26 00:15:14,45.52295974,-75.5551813,488
127024815,18-01-26 00:15:23,45.52251892,-75.55743768,397
127024815,18-01-26 00:15:28,45.52255845,-75.55854711,397
127024815,18-01-26 00:15:35,45.52255845,-75.55854711,397
127024815,18-01-26 00:14:54,45.52381486,-75.54992882,670
127024815,18-01-26 00:14:50,45.52377525,-75.54881937,670
127024815,18-01-26 00:14:59,45.5236209,-75.55179668,579
127024815,18-01-26 00:15:09,45.52318014,-75.5540531,488
127024815,18-01-26 00:15:04,45.52314057,-75.55294366,579
127023788,18-01-26 00:14:30,45.46472765,-75.60875203,670
127023788,18-01-26 00:14:26,45.46472221,-75.60726451,761
127023788,18-01-26 00:14:35,45.46420969,-75.6102434,670
127023788,18-01-26 00:14:40,45.46395475,-75.6121047,670
127023788,18-01-26 00:14:45,45.46369844,-75.61359411,579
127023788,18-01-26 00:14:06,45.4670471,-75.59906532,851
127023788,18-01-26 00:14:01,45.46861165,-75.59756583,942
127023788,18-01-26 00:14:11,45.46600867,-75.60130458,851
127023788,18-01-26 00:14:16,45.46549358,-75.60353983,851
127023788,18-01-26 00:14:21,45.46523875,-75.60540121,761
127023788,18-01-26 00:14:30,45.4641675,-75.6097895,670
127023788,18-01-26 00:14:26,45.46463543,-75.60827472,761
127023788,18-01-26 00:14:35,45.46397253,-75.61165523,670
127023788,18-01-26 00:14:40,45.46376453,-75.61315149,670
127023788,18-01-26 00:14:45,45.46356951,-75.6150172,579
127023788,18-01-26 00:14:06,45.46593487,-75.60077457,851
127023788,18-01-26 00:14:01,45.46716957,-75.59883462,942
127023788,18-01-26 00:14:11,45.46549309,-75.60302835,851
127023788,18-01-26 00:14:21,45.46484336,-75.60677842,761
127023788,18-01-26 00:14:16,45.46503825,-75.60491265,851
127025089,18-01-26 00:19:59,45.51421194,-75.59510709,942
127025089,18-01-26 00:19:44,45.51704404,-75.58674889,761
127025089,18-01-26 00:19:49,45.51608264,-75.58904201,761
127025089,18-01-26 00:19:54,45.51514733,-75.5920746,851
127025089,18-01-26 00:19:59,45.51517647,-75.59274528,942
127025099,18-01-26 00:19:58,45.31680573,-75.66361369,397
127025099,18-01-26 00:20:03,45.31680573,-75.66361369,488
127025099,18-01-26 00:20:07,45.31498692,-75.66770447,670
127025099,18-01-26 00:20:12,45.31316569,-75.67105331,851
127025099,18-01-26 00:19:58,45.31667627,-75.66272268,397
127025099,18-01-26 00:20:03,45.31499716,-75.66690344,488
127025099,18-01-26 00:19:52,45.3223451,-75.66084869,397
127025099,18-01-26 00:19:48,45.31982539,-75.65585278,397
127025099,18-01-26 00:20:03,45.31499716,-75.66690344,488
127024815,18-01-26 00:19:59,45.52838663,-75.52475477,942
127024815,18-01-26 00:20:04,45.52819308,-75.52662285,942
127024815,18-01-26 00:19:44,45.52981344,-75.52094291,942
127024815,18-01-26 00:19:49,45.52881352,-75.5221281,942
127024815,18-01-26 00:19:54,45.52860672,-75.52362636,942
127023788,18-01-26 00:19:25,45.4675593,-75.59608616,942
127023788,18-01-26 00:19:39,45.46545401,-75.60191998,851
127023788,18-01-26 00:19:25,45.46758517,-75.59584181,942
127023788,18-01-26 00:19:35,45.46615574,-75.59964767,851
127023788,18-01-26 00:19:30,45.46659745,-75.59739384,942
127025013,18-01-26 00:17:38,45.31062399,-75.67607364,942
127025013,18-01-26 00:17:38,45.31264807,-75.67291065,942
127025013,18-01-26 00:17:33,45.31264807,-75.67291065,670
127023406,18-01-26 00:20:14,45.52825759,-75.52785787,851
127023406,18-01-26 00:19:59,45.52876288,-75.5237576,942
127023406,18-01-26 00:20:09,45.52825266,-75.5267409,851
127023406,18-01-26 00:20:18,45.52774073,-75.52935182,851
127023406,18-01-26 00:20:04,45.52850778,-75.52524926,942
127023788,18-01-26 00:19:59,45.46415449,-75.60942005,579
127023788,18-01-26 00:20:04,45.46394653,-75.61091633,579
127023788,18-01-26 00:19:44,45.46501221,-75.60417374,761
127023788,18-01-26 00:19:49,45.46480431,-75.60567006,670
127023788,18-01-26 00:19:54,45.46460941,-75.60753582,670
127023788,18-01-26 00:20:13,45.46343943,-75.61433977,488
127023788,18-01-26 00:19:59,45.46420834,-75.60987152,579
127023788,18-01-26 00:20:08,45.46369576,-75.61285037,579
127023788,18-01-26 00:20:04,45.46395206,-75.61136095,579
127023788,18-01-26 00:20:18,45.46318442,-75.61620102,488
127024815,18-01-26 00:17:05,45.52118845,-75.57866642,942
127024815,18-01-26 00:16:55,45.51934246,-75.57805738,851
127024815,18-01-26 00:17:00,45.52014858,-75.57874102,851
127025089,18-01-26 00:19:39,45.51745926,-75.58375336,670
127025089,18-01-26 00:19:25,45.51923752,-75.57509901,488
127025089,18-01-26 00:19:35,45.51839434,-75.58072052,579
127025089,18-01-26 00:19:30,45.51880941,-75.57772489,579
127023788,18-01-26 00:19:49,45.46471811,-75.60614886,670
127023788,18-01-26 00:19:44,45.46523601,-75.60465744,761
127023788,18-01-26 00:19:54,45.46446324,-75.6080102,670
127023788,18-01-26 00:19:35,45.4662662,-75.60018693,851
127023788,18-01-26 00:19:39,45.46548944,-75.60242417,851
127023788,18-01-26 00:19:30,45.46677983,-75.59757972,942
127025089,18-01-26 00:19:49,45.51698702,-75.58714749,761
127025089,18-01-26 00:19:44,45.51749891,-75.5841654,761
127025089,18-01-26 00:19:54,45.51621049,-75.58938705,851
127025089,18-01-26 00:19:35,45.51878415,-75.57819897,579
127025089,18-01-26 00:19:39,45.51827242,-75.58118119,670
127025089,18-01-26 00:19:30,45.51878415,-75.57819897,579
127025099,18-01-26 00:19:48,45.31992315,-75.6565473,397
127025099,18-01-26 00:19:52,45.32229338,-75.66135365,397
127025099,18-01-26 00:19:48,45.32095898,-75.65320264,397
127023406,18-01-26 00:19:49,45.52979974,-75.52151418,942
127023406,18-01-26 00:19:45,45.53057819,-75.52001773,942
127023406,18-01-26 00:19:54,45.52901961,-75.52263826,942
127023788,18-01-26 00:17:05,45.46178583,-75.66752923,851
127023788,18-01-26 00:17:10,45.46335942,-75.66863502,942
127023788,18-01-26 00:16:55,45.46046228,-75.66270334,670
127023788,18-01-26 00:17:00,45.46073213,-75.66530466,761
127023788,18-01-26 00:17:05,45.46334757,-75.66836567,851
127023788,18-01-26 00:17:10,45.46519316,-75.66897713,942
127023788,18-01-26 00:16:55,45.4606194,-75.66485333,670
127023788,18-01-26 00:17:00,45.46173633,-75.66699713,761
127023406,18-01-26 00:17:05,45.52035875,-75.57930329,942
127023406,18-01-26 00:16:55,45.51930462,-75.57745028,851
127023406,18-01-26 00:17:00,45.51930902,-75.57856707,851
127023406,18-01-26 00:21:02,45.52543864,-75.54165879,670
127023406,18-01-26 00:21:07,45.5251817,-75.54277796,579
127023406,18-01-26 00:21:11,45.52492793,-75.54464173,579
127023406,18-01-26 00:20:52,45.52621417,-75.53941814,670
127023406,18-01-26 00:20:57,45.52569396,-75.5401673,670
127023788,18-01-26 00:21:09,45.46221641,-75.62844625,306
127023788,18-01-26 00:21:03,45.46221641,-75.62844625,306
127023788,18-01-26 00:20:54,45.4623728,-75.62547229,306
127023788,18-01-26 00:20:57,45.46221641,-75.62844625,306
127023788,18-01-26 00:21:09,45.46218221,-75.62885196,306
127023788,18-01-26 00:21:03,45.46218221,-75.62885196,306
127023788,18-01-26 00:21:15,45.46218221,-75.62885196,306
127023788,18-01-26 00:20:54,45.46217187,-75.62587705,306
127023788,18-01-26 00:20:57,45.46218221,-75.62885196,306
127023406,18-01-26 00:21:50,45.52339839,-75.55433479,397
127023406,18-01-26 00:21:59,45.52288271,-75.55620063,397
127023406,18-01-26 00:22:04,45.52288271,-75.55620063,397
127023406,18-01-26 00:21:55,45.52314132,-75.55545386,397
127023406,18-01-26 00:21:45,45.52365699,-75.553588,397
127024815,18-01-26 00:22:09,45.52298611,-75.55592093,397
127024815,18-01-26 00:22:14,45.52298611,-75.55592093,397
127024815,18-01-26 00:21:59,45.52298611,-75.55592093,397
127024815,18-01-26 00:22:04,45.52298611,-75.55592093,397
127024815,18-01-26 00:21:55,45.52298611,-75.55592093,397
127025099,18-01-26 00:20:12,45.31160013,-75.67415877,851
127025099,18-01-26 00:20:07,45.31329231,-75.67034696,670
127023788,18-01-26 00:20:23,45.46292938,-75.61806226,397
127023788,18-01-26 00:20:37,45.46294519,-75.62252469,397
127023788,18-01-26 00:20:32,45.46320031,-75.62066347,397
127023788,18-01-26 00:20:44,45.46294519,-75.62252469,397
127023788,18-01-26 00:20:28,45.46319636,-75.61954786,397
127023788,18-01-26 00:20:47,45.46217187,-75.62587705,306
127023788,18-01-26 00:20:37,45.46277613,-75.62211046,397
127023788,18-01-26 00:20:32,45.46297127,-75.6202448,397
127023788,18-01-26 00:20:44,45.46277613,-75.62211046,397
127023788,18-01-26 00:20:47,45.4623728,-75.62547229,306
127023406,18-01-26 00:20:23,45.52748392,-75.5304711,851
